path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/dance,"The woman performs a choreography that fits popular TikTok dance trends: fluid hip movements, quick footwork, rhythmic arm swings, and occasional turns to the camera with a slight smile or wink, adding natural gestures. The dance draws inspiration from viral trends like ‘Renegade’ or ‘Savage’ but includes an original twist. The movements are sharp yet graceful, energetic but not exaggerated, flowing in a way a real person could perform. The camera angle captures her full body, with occasional close-ups highlighting her facial expressions. The rhythm of the music is palpable, as if a popular TikTok sound is playing in the background.","The woman performs a choreography that fits popular TikTok dance trends: fluid hip movements, quick footwork, rhythmic arm swings, and occasional turns to the camera with a slight smile or wink, adding natural gestures. The...",1:1,960x960,30.0,5s,"woman, choreography, dance, trend, hip, movement, footwork, arm"
clips/Dancing Flame 2,"Fast movement. Create an animation where a fiery female figure, sculpted entirely of flames, stands gracefully on a plate in a warm, dimly lit setting, she should dance around fast. The flame should dance and flicker, giving the impression of a lively, ethereal performance. Her hair flows like tendrils of fire, moving gently, while her body flickers and pulses with energy, almost as if alive. The camera should remain still to capture the scene steadily, but the flame movements should be dynamic and organic, with occasional sparks and tendrils of flame reaching outwards. The lighting around should enhance the warm glow, casting subtle reflections on the table.","Fast movement. Create an animation where a fiery female figure, sculpted entirely of flames, stands gracefully on a plate in a warm, dimly lit setting, she should dance around fast. The flame should dance and...",9:16,1080x1920,30.0,10s,"movement, animation, figure, flame, plate, setting, impression, performance"
clips/Woman in a leather suit,"A beautiful blonde woman, dressed in a tight leather suit, walks confidently toward the camera with no background to distract. Her steps are strong and purposeful, her gaze intense. As she approaches, she raises her right fist into the air, clenching it with determination. The camera focuses on her powerful gesture, capturing the strength and readiness in her movements. The sleek leather of her suit gleams under the soft light, emphasizing her confidence and resolve. Her expression shows she is ready for anything, exuding an aura of defiance and fearlessness as she continues toward the camera.","A beautiful blonde woman, dressed in a tight leather suit, walks confidently toward the camera with no background to distract. Her steps are strong and purposeful, her gaze intense. As she approaches, she raises her...",51:38,1632x1216,30.0,10s,"woman, leather, suit, camera, background, step, gaze, fist"
clips/Cute asian model,"Model shiny smiles slowly with mouth closed, looking at camera and making a nice expression. Smooth and stable shooting.","Model shiny smiles slowly with mouth closed, looking at camera and making a nice expression. Smooth and stable shooting.",33:59,1056x1888,30.0,5s,"mouth, camera, expression, shooting"
clips/Manuel,"The man looks down for a moment, then raises his gaze again and takes a deep breath with concern as the rain falls on his face.[Truck left,Pan right,Tracking shot]","The man looks down for a moment, then raises his gaze again and takes a deep breath with concern as the rain falls on his face.[Truck left,Pan right,Tracking shot]",16:9,1280x720,30.0,5s,"man, moment, gaze, breath, concern, rain, face.[truck, pan"
clips/mirror selfie,"The woman turned her hips than walks to viewer, natural movements, keep her selfie, focus on outfit,","The woman turned her hips than walks to viewer, natural movements, keep her selfie, focus on outfit,",22:39,704x1248,30.0,5s,"woman, hip, walk, movement, selfie, outfit"
clips/Miniature Workers Making Baklava,"A group of tiny, highly detailed miniature workers preparing traditional baklava and syrupy Turkish desserts on a massive wooden kitchen counter. Some workers are layering delicate, paper-thin phyllo dough, while others are carefully brushing melted butter onto the layers. A few are pouring golden syrup over freshly baked baklava, while others are using tiny rollers to shape tulumba and şekerpare. One worker is carrying a small tray of steaming hot syrup, while another is using a miniature fan to cool the desserts. The scene is rich in warm, golden tones, with soft lighting reflecting off the glistening syrup. Ultra-realistic, macro photography style, cinematic lighting, depth of field effect.","A group of tiny, highly detailed miniature workers preparing traditional baklava and syrupy Turkish desserts on a massive wooden kitchen counter. Some workers are layering delicate, paper-thin phyllo dough, while others are carefully brushing melted...",22:39,704x1248,30.0,10s,"group, worker, baklava, dessert, kitchen, counter, paper, phyllo"
clips/Ancient feminine,"Make her walk in a beautiful and feminine way towards the camera, while her dress and her hair is moving from a small breeze.","Make her walk in a beautiful and feminine way towards the camera, while her dress and her hair is moving from a small breeze.",9:16,1080x1920,30.0,5s,"way, camera, dress, hair, breeze"
clips/Scent of the season,the flowers are falling on perfume while camera slowly rolls right,the flowers are falling on perfume while camera slowly rolls right,13:17,1248x1632,30.0,5s,"flower, perfume, camera"
clips/Sangoku go to super saiyen,"Goku overflows with energy, his black hair rising and turning yellow, just as the overflowing energy turns yellow in professional quality.","Goku overflows with energy, his black hair rising and turning yellow, just as the overflowing energy turns yellow in professional quality.",1:1,1440x1440,30.0,5s,"goku, energy, hair, quality"
clips/exploding,"(A super fat, big-bellied pug that always has a goofy, clueless expression), proud expression, tilting the ladle, pouring broth into the bowl, (steam rising gracefully, tiny ripples forming in the bowl, flickering shadows from the fire)","(A super fat, big-bellied pug that always has a goofy, clueless expression), proud expression, tilting the ladle, pouring broth into the bowl, (steam rising gracefully, tiny ripples forming in the bowl, flickering shadows from the...",34:59,1088x1888,30.0,5s,"pug, expression, ladle, broth, bowl, steam, ripple, shadow"
clips/giant tarte for tiny workers,"Professional food photography of a lemon tart with tiny construction workers building it. Camera slowly zooms in on workers performing specific tasks: placing thin lemon slices in circular pattern, dusting powdered sugar with miniature tools, carrying lemon zest in tiny wheelbarrows, and measuring perfect spacing with tape measures. Workers in orange and blue uniforms with safety vests collaborate purposefully. Golden sunlight streams through window blinds, creating warm highlights on the glossy tart surface. Tilt-shift effect keeps workers in sharp focus while background elements gradually blur as camera moves closer. Yellow gingham cloth and scattered lemons on wooden surface frame the scene.","Professional food photography of a lemon tart with tiny construction workers building it. Camera slowly zooms in on workers performing specific tasks: placing thin lemon slices in circular pattern, dusting powdered sugar with miniature tools,...",9:16,1080x1920,30.0,5s,"food, photography, lemon, tart, construction, worker, camera, task"
