path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/Fluffy pie maker.mp4,"A ginger cat sitting at kitchen table, kneading dough with its paws","A ginger cat sitting at kitchen table, kneading dough with its paws",9:16,720x1280,30.0,5s,"ginger, cat, kitchen, table, dough, paw"
clips/girl in white dress in the sea.mp4,Stormy sea,Stormy sea,13:17,1248x1632,30.0,10s,sea
clips/Village people cooking.mp4,"[Truck left,Pan right,Tracking shot]","[Truck left,Pan right,Tracking shot]",22:39,704x1248,30.0,5s,"truck, pan, right, tracking, shot"
clips/Jesus loves me.mp4,"Jesus Christ runs quickly down a glowing white celestial staircase, arms wide open, smiling with joy. A child in white runs fast up the stairs, leaping into Jesus' embrace. Clouds swirl, light radiates warmly, capturing the emotional reunion in heaven. Smooth motion, cinematic flow, dynamic speed, soft ethereal glow","Jesus Christ runs quickly down a glowing white celestial staircase, arms wide open, smiling with joy. A child in white runs fast up the stairs, leaping into Jesus' embrace. Clouds swirl, light radiates warmly, capturing...",9:16,720x1280,30.0,5s,"jesus, christ, staircase, arm, joy, child, run, stair"
clips/the kitten pouring milk.mp4,"Slow zoom-in on the kitten pouring milk, forming an intricate latte art portrait of a bearded figure. Soft sunlight highlights the details of the foam design, creating a serene atmosphere. Artistic, serene","Slow zoom-in on the kitten pouring milk, forming an intricate latte art portrait of a bearded figure. Soft sunlight highlights the details of the foam design, creating a serene atmosphere. Artistic, serene",9:16,1080x1920,30.0,5s,"zoom, in, kitten, milk, latte, art, portrait, figure"
clips/Tiny people.mp4,"climbers climb a large bottle,the camera rotates around the subject","climbers climb a large bottle,the camera rotates around the subject",38:51,1216x1632,30.0,5s,"climber, bottle, camera, subject"
clips/Beautiful blonde model in NYC.mp4,the camera rotates around the subject,the camera rotates around the subject,38:51,1216x1632,30.0,5s,"camera, subject"
clips/indian girl smiling.mp4,beautiful smile. very smooth and stable shooting.,beautiful smile. very smooth and stable shooting.,9:16,720x1280,30.0,5s,"smile, shooting"
clips/A toddler and a majestic white.mp4,A toddler and a majestic white horse strut their stuff down the catwalk.,A toddler and a majestic white horse strut their stuff down the catwalk.,9:16,720x1280,30.0,5s,"toddler, horse, strut, stuff, catwalk"
clips/Insta photo shoot.mp4,she spins around dancing happily on this beautiful beach,she spins around dancing happily on this beautiful beach,34:59,1088x1888,30.0,10s,beach
clips/The girl with the cheetah.mp4,"Girl is gently hugging a cheetah as if it were her beloved pet. She looking at camera and making a nice expression. Camera zooms in very slow and gently. 4K quality, high detail and high quality video.","Girl is gently hugging a cheetah as if it were her beloved pet. She looking at camera and making a nice expression. Camera zooms in very slow and gently. 4K quality, high detail and high...",33:59,1056x1888,30.0,5s,"girl, cheetah, pet, camera, expression, zoom, k, quality"
clips/Young idol soak at a red carpet.mp4,"A cinematic shot of young idol at a red carpet gala event. A stream of water is pouring directly onto her head from above and her soaking wet hair is soaked down flat and straight and partially covering her face. Water drips down her face and body. She is laughing and looking upward. Rivulets of water are pouring down her wet face and body, water spray splashing.",A cinematic shot of young idol at a red carpet gala event. A stream of water is pouring directly onto her head from above and her soaking wet hair is soaked down flat and straight...,22:39,704x1248,30.0,10s,"shot, idol, carpet, gala, event, stream, water, head"
clips/art 17.mp4,The character turns his face toward the viewer and stares point-blank. birds fly toward the viewer.,The character turns his face toward the viewer and stares point-blank. birds fly toward the viewer.,9:16,1080x1920,30.0,10s,"character, face, viewer, stare, point, bird"
clips/baby and a friendly dog.mp4,Smiling waving hapoy moves and it's snowing,Smiling waving hapoy moves and it's snowing,9:16,720x1280,30.0,5s,"hapoy, move"
clips/Russian.mp4,"Unreal Engine quality, cinematic lighting, volumetric fog, ultra-realistic, 8K resolution, 60fps, HDR, physics-based hair movement, ‘natural movement’, ‘cinematic lighting’, ‘high frame rate, soft and organic movement’, HDR, ray tracing, soft shadows, ‘flowing naturally in the wind’, individual strands catching, shallow depth of field","Unreal Engine quality, cinematic lighting, volumetric fog, ultra-realistic, 8K resolution, 60fps, HDR, physics-based hair movement, ‘natural movement’, ‘cinematic lighting’, ‘high frame rate, soft and organic movement’, HDR, ray tracing, soft shadows, ‘flowing naturally in the...",9:16,1080x1920,30.0,5s,"unreal, engine, quality, lighting, volumetric, fog, k, resolution"
clips/Goku Go to Super Saiyan 1.mp4,"A cinematic 3D animation of a powerful warrior with spiky black hair standing on cracked ground. As he clenches his fists and lets out a deep breath, his energy begins to surge. His hair slowly turns golden, glowing brightly as his eyes shift to a piercing green. A radiant golden aura bursts around him, crackling with intense electricity. The ground beneath him trembles, rocks begin to levitate, and shockwaves ripple through the air. His tattered orange and blue outfit flutters violently from the raw power emanating from his body. Lightning bolts flash around him as his transformation completes, revealing his unstoppable Super Saiyan form. The camera captures dramatic close-ups, slow-motion sequences, and cinematic lighting to emphasize his immense power. Dust and debris swirl around, and the background darkens, enhancing the intensity of the moment,the camera rotates around the subject","A cinematic 3D animation of a powerful warrior with spiky black hair standing on cracked ground. As he clenches his fists and lets out a deep breath, his energy begins to surge. His hair slowly...",9:16,720x1280,30.0,10s,"animation, warrior, spiky, hair, ground, fist, breath, energy"
clips/emma.mp4,"Realistic, beautiful woman sitting . She maintains alluring eye contact, giving a subtle smile as if she's flirting, She gently brushes her hair with her right hand, moving it slightly back, adding to her playful and engaging demeanor. The lighting highlights her expressive eyes and warm smile, creating a soft, inviting atmosphere. Her pose and movements are natural and fluid, with an air of charm and confidence.","Realistic, beautiful woman sitting . She maintains alluring eye contact, giving a subtle smile as if she's flirting, She gently brushes her hair with her right hand, moving it slightly back, adding to her playful...",9:16,1080x1920,30.0,10s,"woman, eye, contact, smile, hair, hand, demeanor, lighting"
clips/Powerful muscular Gorilla.mp4,"a powerful muscular fierce warrior gorilla with details of every hair and little scuffs walking, A cinematic CGI scene, dramatic volumetric lighting, Unreal Engine 5 realism, Octane Render textures, 8K ultra-detailed, dystopian atmosphere, dynamic camera angle with depth of field, film grain post-processing, camera rotation,","a powerful muscular fierce warrior gorilla with details of every hair and little scuffs walking, A cinematic CGI scene, dramatic volumetric lighting, Unreal Engine 5 realism, Octane Render textures, 8K ultra-detailed, dystopian atmosphere, dynamic camera...",9:16,720x1280,30.0,10s,"warrior, gorilla, detail, hair, scuff, cgi, scene, volumetric"
clips/Just a Fairy Tale.mp4,the girl goes deep into the throat and the wolf closes his mouth completely and his eyes too,the girl goes deep into the throat and the wolf closes his mouth completely and his eyes too,23:37,736x1184,30.0,10s,"girl, throat, wolf, mouth, eye"
